date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:52	63044/63044	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Apr%202020%2020:15:42%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/give/assets/dist/css/give.css?ver=2.6.2	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/give/assets/dist/css/give61da.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:52	13677/13677	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2008:04:48%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:52	85685/85685	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2008:04:48%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:52	14303/14303	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2008:04:48%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:53	0/0	---M--	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2008:05:08%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:53	15298/15298	---MCZ	200	added ('OK')	text/css	date:Fri,%2011%20Mar%202022%2002:09:26%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/woocommerce/assets/css/select2.css?ver=3.8.3	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/woocommerce/assets/css/select2cd70.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:53	11388/11388	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202019%2014:20:21%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/haveheart-core/inc/core-dashboard/assets/css/core-dashboard.min.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/haveheart-core/inc/core-dashboard/assets/css/core-dashboard.min923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:53	1818/1818	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Sep%202019%2008:24:06%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/haveheart-core/assets/plugins/perfect-scrollbar/perfect-scrollbar.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/haveheart-core/assets/plugins/perfect-scrollbar/perfect-scrollbar923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:54	414333/414333	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Dec%202019%2011:59:33%20GMT	https://haveheart.qodeinteractive.com/wp-content/themes/haveheart/assets/css/main.min.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/themes/haveheart/assets/css/main.min923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:54	324074/324074	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Dec%202019%2013:02:36%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/haveheart-core/assets/css/haveheart-core.min.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/haveheart-core/assets/css/haveheart-core.min923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:54	0/0	---M--	200	added ('OK')	text/css	date:Thu,%2028%20Nov%202019%2012:02:57%20GMT	https://haveheart.qodeinteractive.com/wp-content/themes/haveheart/style.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/themes/haveheart/style923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:54	185186/185186	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2009:54:40%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/11/bck-img-2.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/11/bck-img-2.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:54	5227/5227	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Sep%202019%2008:22:07%20GMT	https://haveheart.qodeinteractive.com/wp-content/themes/haveheart/assets/plugins/magnific-popup/magnific-popup.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/themes/haveheart/assets/plugins/magnific-popup/magnific-popup923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:55	484857/484857	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Sep%202019%2007:44:16%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min52c7.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:55	74/74	---MCZ	200	added ('OK')	text/css	date:Wed,%2025%20Dec%202019%2013:49:42%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat//assets/main.css?ver=5.4.10	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat/assets/main923e.css	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:55	96866/96866	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2017%20May%202019%2017:08:53%20GMT	https://haveheart.qodeinteractive.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-includes/js/jquery/jquery4a5f.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:55	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2006:11:28%20GMT	https://haveheart.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:55	150689/150689	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Nov%202019%2011:50:59%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js?ver=6.0	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/revolution.tools.minf049.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:56	276327/276327	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Nov%202019%2011:50:59%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.1.5	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.minb5e1.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:56	9566/9566	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20Mar%202022%2002:09:26%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:56	2750/2750	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20Mar%202022%2002:09:26%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.8.3	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mincd70.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:57	86470/86470	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2006%20Apr%202020%2020:15:43%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/give/assets/dist/js/babel-polyfill.js?ver=2.6.2	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/give/assets/dist/js/babel-polyfill61da.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:57	119645/119645	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2006%20Apr%202020%2020:15:43%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/give/assets/dist/js/give.js?ver=2.6.2	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/give/assets/dist/js/give61da.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:57	1169/1169	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Apr%202020%2008:03:37%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker.js?ver=1.11.4	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-trackere899.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:57	810/810	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2023%20Sep%202019%2007:44:16%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.0.5	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart52c7.js	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:58	725/725	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2008:27:24%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/11/cropped-favicon-32x32.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/11/cropped-favicon-32x32.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:58	2090/2090	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2008:27:23%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/11/cropped-favicon-192x192.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/11/cropped-favicon-192x192.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:59	1958/1958	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2008:27:23%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/11/cropped-favicon-180x180.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/11/cropped-favicon-180x180.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:50:59	12004/12004	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202019%2011:44:09%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/12/Logo-210x108_blue.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/12/Logo-210x108_blue.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:00	9547/9547	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202019%2011:44:23%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/12/Logo-210x108_white.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/12/Logo-210x108_white.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:00	4540/4540	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202019%2014:25:29%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/11/Logo-hh-dark.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/11/Logo-hh-dark.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202022%2004:51:06%20GMT	http://haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/transparent.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/transparent.2e.delayed	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:00	122/122	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2011:50:59%20GMT	https://haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/transparent.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/transparent.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202022%2004:51:06%20GMT	http://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-1-3.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-1-3.30.delayed	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202022%2004:51:07%20GMT	http://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-2-3.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-2-3.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:02	151114/151114	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2009:20:30%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-1-3.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-1-3.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:04	102239/102239	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2008:27:03%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h3-team-img-1-1.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h3-team-img-1-1.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:04	132552/132552	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2009:20:31%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-2-3.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-img-2-3.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:04	104324/104324	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2008:27:14%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h3-team-img-4-1.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h3-team-img-4-1.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:04	111414/111414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2008:27:06%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h3-team-img-2-1.jpg	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h3-team-img-2-1.jpg	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:04	54706/54706	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202019%2009:45:47%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-bg-img-3.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-bg-img-3.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202022%2004:51:10%20GMT	http://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-inner-1.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-inner-1.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:06	10345/10345	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2010:37:44%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-inner-1.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h4-rev-inner-1.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202022%2004:51:12%20GMT	http://haveheart.qodeinteractive.com/wp-content/uploads/2019/11/h3-rev-inner-1-img-5.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/11/h3-rev-inner-1-img-5.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:06	354892/354892	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202019%2008:44:44%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/11/h3-rev-inner-1-img-5.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/11/h3-rev-inner-1-img-5.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202022%2004:51:12%20GMT	http://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-2.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-2.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:08	7266/7266	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Oct%202019%2014:02:14%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-2.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-2.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Mar%202022%2004:51:14%20GMT	http://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-1.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-1.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:08	3782/3782	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Oct%202019%2014:02:14%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-1.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/10/h3-rev-inner1-img-1.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:08	1619/1619	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2011:11:51%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h1-icon-1.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h1-icon-1.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
11:51:08	1717/1717	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2011:11:50%20GMT	https://haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h1-icon-2.png	C:/My%20Web%20Sites/test/haveheart.qodeinteractive.com/wp-content/uploads/2019/09/h1-icon-2.png	(from https://haveheart.qodeinteractive.com/habitat-home/)
